"ads","Название","price","Статус","date","Адрес","Застройщик","Ссылка","class","floor","ceiling","structure","finishing","Количество.квартир","kitchen","heating","Лифт","Фасад","parking","Квартир.в.продаже","city"
1,"ЖК Jana Omir в Отеген Батыре",325000,"Строящийся","III квартал 2025 г.","Отеген батыр, жилой массив Жана куат, ул. 76","Каз Строй Монолит","https://krisha.kz/complex/show/otegenbatyr/janaomir/","comfort","3 этажа","2.8 м","monolithic","pre-finish",1100,"both","autonomous","Не указано","декоративная штукатурка","surface","650","otegen.batyr"
2,"ЖК Tumar в Отеген Батыре",365000,"Строящийся","Первая очередь - III квартал 2025 г.Вторая очередь - II квартал 2026 г.","Отеген батыр, Улица Жансугурова, 3д/1​","Myntas Stroy","https://krisha.kz/complex/show/almatyoblysy/tumar/","comfort","5 этажей","2.9 м","monolithic","pre-finish",225,"discrete","autonomous","Не указано","фактурная штукатурка","surface","106","otegen.batyr"
0,"ЖК Malaisary в Павлодаре",280000,"Строящийся","Первая очередь - III квартал 2024 г.Вторая очередь - IV квартал 2024 г.","Павлодар, улица Генерала Дюсенова 304","Малайсары","https://krisha.kz/complex/show/pavlodar/malaisary/","comfort","9 этажей","2.7 м","brick","shell",117,"discrete","central","пассажирский","фиброцементные панели","surface","55","pavlodar"
1,"ЖК ERTIS в Павлодаре",4e+05,"Строящийся","IV квартал 2024 г.","Павлодар, ул. Павлова, 50/2","Ferrum","https://krisha.kz/complex/show/pavlodar/ertis/","business","9 этажей","3 м","monolithic","shell",256,"na","central","грузопассажирский","Не указано","surface","112","pavlodar"
0,"ЖК Уалиханов в Петропавловске",340000,"Строящийся","IV квартал 2024 г.","Петропавловск, ул. Ш. Уалиханова, 32А","ТОО ""Каскад-2004""","https://krisha.kz/complex/show/petropavlovsk/valihanov/","comfort","9 этажей","2.7 м","brick","pre-finish",72,"discrete","central","пассажирский","облицовочный кирпич","surface","Не указано","petropavlovsk"
1,"ЖК Esil City в Петропавловске",360000,"Строящийся","II квартал 2025 г.","Петропавловск, ул.Набережная - ул. И.П. Шухова","Строй Элит Дом","https://krisha.kz/complex/show/petropavlovsk/esilcity/","business","8-9 этажей","3 м","brick","pre-finish",136,"discrete","central","грузопассажирский","Не указано","underground","136","petropavlovsk"
2,"ЖК Ribat в Петропавловске",NA,"Строящийся","II квартал 2024 г.","Петропавловск, ул. Таншолпан, 2/3","Design City","https://krisha.kz/complex/show/petropavlsk/ribat/","comfort","5 этажей","3 м","brick","pre-finish",225,"discrete","central","грузопассажирский","Не указано","surface","224","petropavlovsk"
3,"ЖК Береке в Петропавловске",310000,"Строящийся","II квартал 2023 г.","Петропавловск, ул. Гагарина, 2 А","ТОО Строительная компания КАУСАР","https://krisha.kz/complex/show/petropavlovsk/bereke/","comfort","5 этажей","2.8 м","brick","shell",64,"na","central","Не указано","Не указано","na","28","petropavlovsk"
4,"ЖК Новатор в Петропавловске",260000,"Строящийся","I квартал 2025 г.","Петропавловск, 2я-Новаторная, 10А","ТОО Warm дом","https://krisha.kz/complex/show/petropavlovsk/novator/","economy","5 этажей","2.7 м","brick","shell",60,"discrete","central","Не указано","Не указано","surface","58","petropavlovsk"
0,"ЖК Irtysh Riverside в Семее",330000,"Строящийся","IV квартал 2025 г.","Семей, ул. Жибек Жолы, 55","DALA SK","https://krisha.kz/complex/show/semey/IrtyshRiverside/","business","12 этажей","3 м","monolithic","pre-finish",429,"discrete","central","грузовой, пассажирский","Не указано","underground","118","semej"
1,"ЖК ATAMEKEN в Семее",NA,"Строящийся","IV квартал 2023 г.","Семей, Баисейтова 108","ALTYN UIA","https://krisha.kz/complex/show/semey/atameken/","business","9 этажей","3 м","brick","pre-finish",76,"discrete","central","грузовой, пассажирский","облицовочный кирпич","both","35","semej"
2,"ЖК Citeco Star в Семее",3e+05,"Строящийся","III квартал 2023 г.","Семей, ул. Физкультурная 4а","Ситеко","https://krisha.kz/complex/show/semey/citecostar/","comfort","9 этажей","2.6 м","monolithic","shell",108,"discrete","central","грузопассажирский","Не указано","surface","45","semej"
3,"ЖК Vegas в Семее",NA,"Строящийся","I квартал 2023 г.","Семей, Шанского, 125","Vira Group","https://krisha.kz/complex/show/semey/vegas/","comfort","5 этажей","3.3 м","brick","shell",24,"discrete","central","Не указано","Не указано","underground","24","semej"
0,"ЖК Apartex Burabay в Щучинске",270000,"Строящийся","II квартал 2024 г.","Щучинск, ул.Ш.Уалиханова 7А","Apartex Burabay","https://krisha.kz/complex/show/shuchinsk/apartexburabay/","economy","5 этажей","2.7 м","brick","shell",60,"both","central","грузопассажирский","Не указано","нет","40","shhuchinsk"
1,"ЖК Green Hill в Щучинске",250000,"Строящийся","IV квартал 2024 г.","Щучинск, ул. Тимирязева, 1а","Seed Development","https://krisha.kz/complex/show/shuchinsk/greenhill/","comfort","5 этажей","3 м","brick","pre-finish",58,"na","central","грузопассажирский","Не указано","surface","58","shhuchinsk"
2,"ЖК Barmashino в Щучинске",480000,"Строящийся","II квартал 2024 г.","Щучинск, мкр. БСХТ, здание 24","MM Group","https://krisha.kz/complex/show/shuchinsk/barmashino/","business","4 этажа","3 м","brick","pre-finish",43,"discrete","central","Не указано","Не указано","surface","4","shhuchinsk"
3,"ЖК Burabay Tower в Щучинске",260000,"Строящийся","I квартал 2025 г.","Щучинск, ул. Ауэзова 78","Tasu Company","https://krisha.kz/complex/show/shuchinsk/burabaytower/","comfort","9 этажей","3 м","brick","pre-finish",160,"discrete","central","грузопассажирский","Не указано","surface","106","shhuchinsk"
4,"ЖК TUMAR в Щучинске",280000,"Строящийся","I квартал 2024 г.","Щучинск, ул. Ауэзова 30","Aqua Partner","https://krisha.kz/complex/show/shuchinsk/tumar/","comfort","6 этажей","3 м","brick","pre-finish",80,"discrete","central","пассажирский","керамический кирпич","na","50","shhuchinsk"
0,"ЖК Beibarys Residence в Шымкенте",445000,"Строящийся","I квартал 2025 г.","Шымкент, Каратауский р-н, микрорайон Нурсат, ул. Аргынбекова","Tumar Group.","https://krisha.kz/complex/show/shymkent/beibarysresidence/","business","12-16 этажей","3 м","monolithic","pre-finish",202,"both","central","грузопассажирский","клинкерный кирпич, hpl-панели","underground","23","shymkent"
1,"ЖК Capital City в Шымкенте",475000,"Строящийся","Первая очередь - IV квартал 2023 г.Вторая очередь - IV квартал 2024 г.Третья очередь - IV квартал 2025 г.","Шымкент, Абайский р-н, ул. Байдибек би, стр. 127/7","Capital Invest Construction","https://krisha.kz/complex/show/shymkent/capitalcity/","business","25 этажей","3.1 м","monolithic","shell",637,"discrete","autonomous","грузовой, пассажирский","Не указано","na","213","shymkent"
2,"ЖК Tumar Tower Shymkent в Шымкенте",504000,"Строящийся","III квартал 2024 г.","Шымкент, Каратауский р-н, ул. Байтерекова","Tumar Group.","https://krisha.kz/complex/show/shymkent/tumartower/","business","17 этажей","3 м","monolithic","pre-finish",86,"discrete","central","грузопассажирский","клинкерный кирпич, hpl-панели","underground","21","shymkent"
3,"ЖК BAQSARAY в Шымкенте",285000,"Строящийся","IV квартал 2024 г.","Шымкент, Абайский р-н, Микрорайон Асар 2, 12/17","BKN GROUP","https://krisha.kz/complex/show/shymkent/baqsaray/","business","9 этажей","3.05 м","monolithic","pre-finish",252,"discrete","na","грузовой, пассажирский","Не указано","both","252","shymkent"
4,"ЖК Gardens в Шымкенте",544000,"Строящийся","I квартал 2025 г.","Шымкент, мкрн.Самал-2, д.770/9","Aulet Development Group","https://krisha.kz/complex/show/shymkent/gardens/","elite","4 этажа","3.3 м","brick","pre-finish",61,"discrete","autonomous","пассажирский","клинкерный кирпич","underground","61","shymkent"
5,"ЖК Aulet Residence в Шымкенте",450000,"Строящийся","Первая очередь - I квартал 2024 г.Вторая очередь - IV квартал 2024 г.","Шымкент, Енбекшинский р-н, 193 квартал, участок 1690/2","Aulet Development Group","https://krisha.kz/complex/show/shymkent/auletresidence/","business","3 этажа","3.2 м","brick","pre-finish",166,"discrete","autonomous","пассажирский","натуральный камень, декоративная штукатурка, вентилируемый фасад","both","40","shymkent"
6,"ЖК Jas Otau Turan в Шымкенте",312000,"Строящийся","IV квартал 2024 г.","Шымкент, Каратауский р-н, мкр. Туран, 2","Otau Group","https://krisha.kz/complex/show/shymkent/jasotauturan/","economy","13-15 этажей","2.7 м","monolithic","finish",667,"discrete","autonomous","грузовой, пассажирский","фиброцементные панели","both","667","shymkent"
7,"ЖК Sayram в Шымкенте",450000,"Строящийся","III квартал 2024 г.","Шымкент, Аль-Фарабийский р-н, мкр. Сайрам, 11/1","DEMEULI","https://krisha.kz/complex/show/shymkent/sayram/","comfort","6-9 этажей","3 м","brick","pre-finish",120,"discrete","central","пассажирский, грузопассажирский","вентилируемый фасад","both","30","shymkent"
8,"ЖК Прайм Парк 2 в Шымкенте",365000,"Строящийся","IV квартал 2025 г.","Шымкент, Каратауский р-н, проспект Байдибек би, 126/6","OKS Group","https://krisha.kz/complex/show/shymkent/primepark2/","business","9 этажей","3 м","monolithic","pre-finish",427,"discrete","autonomous","пассажирский","гранит, облицовочный кирпич","underground","Не указано","shymkent"
9,"ЖК Modern City в Шымкенте",440000,"Строящийся","IV квартал 2024 г.","Шымкент, Каратауский р-н, 189 квартал, уч.25/1","OKS Group","https://krisha.kz/complex/show/shymkent/moderncity/","business","9 этажей","3 м","monolithic","shell",280,"discrete","autonomous","пассажирский","фиброцементные панели","underground","280","shymkent"
